Animal Name;Animal Type;Skin;Age;
*DARLIN;DOG;WHITE;11;
NALA;DOG;BROWN;6;
SMITTY;CAT;GRAY TABBY;16;
*MONTY;DOG;BLACK;9;
UMA;CAT;BLACK;1;
*HORTENCIA;CAT;GRAY TABBY;0;
IVY;DOG;GRAY;6;
HOOCH;DOG;TAN;6;
LOLA;DOG;GRAY;5;
*TOODLES;CAT;BLACK;4;
*BARNABY;DOG;WHITE;11;
*RAISIN;CAT;BLACK;2;
*SHERIE;CAT;BLACK;1;
*BERRY;CAT;GRAY;1;
A614776*DAYTON;CAT;ORG TABBY;8;
DIXIE;DOG;GOLD;15;
DOMO;DOG;BROWN;12;
BOW WOW;DOG;YELLOW;2;
ACHILLIES;DOG;BLUE;7;
*MOSES;CAT;GRAY TABBY;3;
*PEPPER LIME;CAT;BLACK;5;
*CALI;CAT;CALICO;0;
*ASHWORTH;DOG;BLACK;6;
*NORCO;CAT;BLACK;9;
MADISON;DOG;BROWN;12;
*SOPHIA;DOG;BLACK;3;
BLACKIE;DOG;BLACK;12;
CHARLES;CAT;ORG TABBY;4;
CREED;CAT;ORG TABBY;4;
DUKE AKA BALOO;DOG;WHITE;8;
BEAR;DOG;WHITE;6;
*JESS;CAT;LYNX PT;3;
*SCHMIDT;CAT;BLACK;3;
*COACH;CAT;BLACK;3;
BROWNIE;DOG;GOLD;12;
*TORTA;CAT;TORTIE DIL;8;
*AMY;DOG;BR BRINDLE;8;
ROSEY;DOG;WHITE;8;
*BAT;CAT;BLACK;3;
*POPPER;CAT;BLACK;1;
*TOMATO;CAT;ORG TABBY;0;
*LIZZO;CAT;BLACK;1;
ROYALTY;DOG;BLACK;4;
*INDIGO;CAT;BLACK;1;
*MEMPHIS;CAT;ORANGE;6;
*JOEY;DOG;WHITE;16;
CHLOE;DOG;BROWN;7;
SANDY;DOG;TAN;7;
LEO;CAT;BRN TIGER;9;
*HARVEY;DOG;BR BRINDLE;0;
*WALTER;CAT;BLACK;0;
*DEEMO;CAT;GRAY;0;
*HEIDI;DOG;BLACK;3;
*VICTOR;CAT;BRN TABBY;0;
PRUDENCE;BIRD;BLACK;0;
KITTEN4;CAT;ORG TABBY;1;
*WACO;DOG;BROWN;15;
*JESSIE;CAT;BLACK;0;
*SQUEEKS;CAT;GRAY;2;
*LOPPY;CAT;BLACK;9;
*HOPSCOTCH;RABBIT;BROWN;3;
*BOB;CAT;GRAY TABBY;5;
*BENO;DOG;GOLD;5;
#4;CAT;TORTIE DIL;4;
LILLY;CAT;WHITE;6;
MISSY;DOG;BLACK;15;
LOLA;DOG;BLACK;13;
A629987*GEE;CAT;BLACK;9;
MAXINE;DOG;CREAM;9;
*SNOWWHITE;CAT;CALICO;4;
*SHELDON;CAT;GRAY;7;
*JUPITER;CAT;BLACK;0;
A629461*CATALINA;CAT;CALICO;5;
*SIR PURRSALOT;CAT;WHITE;7;
*S'MORE;CAT;BLACK;7;
CHIHUAHUITA;DOG;BLACK;12;
*MAX;CAT;BLACK;2;
*TABASCO;DOG;BROWN;7;
*JESSICA;RABBIT;WHITE;1;
ODIE;DOG;WHITE;11;
*PRINCESS DIANA;DOG;BROWN;1;
COOKIE;DOG;BLACK;7;
JUNIOR;CAT;ORG TABBY;4;
*ROSEMEAD;CAT;BLACK;6;
*BEVERLY;CAT;BLACK;9;
ROCKY;CAT;BRN TABBY;1;
KERRY;DOG;FAWN;8;
*SARAH;CAT;BLACK;1;
*HENRY;DOG;TAN;6;
*SARAH SANDERSON;CAT;BLACK;1;
RUSSELL;DOG;WHITE;7;
CALLIE;DOG;BLONDE;4;
IRIS;CAT;BRN TABBY;1;
COLE;DOG;BLACK;17;
*CASSIAN ANDOR;DOG;BLACK;1;
SWAN;CAT;BLACK;2;
ROSIE;CAT;BLACK;2;
*PATRICK;DOG;GRAY;1;
*ADDIE;CAT;BLACK;8;
CLUTCH;DOG;BLACK;7;
HOPPY;RABBIT;BROWN;5;
THOR;DOG;TRICOLOR;4;
BALA;DOG;GRAY;4;
PEANUT;DOG;WHITE;8;
*MEGAN;CAT;ORG TABBY;2;
*ALMOND JOY;CAT;BLACK;7;
ALMOND;CAT;ORG TABBY;2;
PIXIE;CAT;CALICO;2;
*FRANGELICA;CAT;WHITE;2;
*FRANCO;CAT;ORG TABBY;2;
*ASHER;DOG;BLACK;10;
*PENNY;DOG;TAN;11;
*OSCAR;CAT;BROWN;0;
*MARC;CAT;BROWN;0;
*KERNEL;CAT;BROWN;0;
*BUTTER;CAT;GRAY TABBY;2;
*CARAMEL CORN;CAT;BROWN;0;
*WILLOW;CAT;GRAY TABBY;1;
SASSY-BELLA;DOG;WHITE;7;
KELLY SLATER;CAT;BRN TABBY;1;
*MISO;CAT;BLACK;0;
*DORA;CAT;CALICO;5;
*BLINKY;CAT;GRAY TABBY;0;
*CLYDE;CAT;GRAY TABBY;0;
A628231*AMBER;CAT;FLAME PT;7;
*INKY;CAT;BLACK;0;
*PINE TREE;CAT;GRAY TABBY;0;
*CYNTHIA;DOG;BLACK;3;
MALCOLM;DOG;BROWN;22;
LUCKY;DOG;TAN;8;
CAPTAIN;DOG;WHITE;3;
LUCY;DOG;TRICOLOR;8;
*ORCA;CAT;WHITE;1;
*INDIANA;CAT;BRN TABBY;5;
*PIERCE;DOG;BLACK;7;
*CLEMENTINE;GUINEA PIG;BROWN;1;
*STREET KING;CAT;BRN TABBY;7;
GALLETA;DOG;BLACK;3;
COOPER;DOG;TAN;8;
*MARLEY;DOG;WHITE;1;
*MEGHAN;CAT;BRN TABBY;3;
*TONI;CAT;BLACK;1;
*PENNY;CAT;BRN TABBY;8;
*CECE;CAT;GRAY TABBY;6;
PIZZA;CAT;SNOWSHOE;13;
LACY;DOG;TAN;15;
OSO;DOG;GRAY;3;
*BWEANS;CAT;ORANGE;2;
*ATLANTIC;CAT;ORANGE;1;
*CUPCAKE;CAT;GRAY;5;
PEPPER;CAT;BLACK;3;
*QUIZNO;DOG;BROWN;14;
WAGS;CAT;BLACK;3;
TANNIE;CAT;ORANGE;3;
IKE;DOG;TRICOLOR;5;
BESS;CAT;ORANGE;3;
*PEANUT;CAT;TORTIE;3;
*BISON;DOG;WHITE;7;
SAM;DOG;RED;5;
*SNICKERDOODLE;DOG;BLACK;1;
SANDY;DOG;TAN;1;
*POLKA;CAT;CALICO;9;
HARLEY;DOG;BLACK;5;
*MAISIE;CAT;BLACK;2;
*TINY DANCER;CAT;WHITE;4;
INDIANA;DOG;BLACK;2;
*CINDY LOU WHO;CAT;BRN TABBY;1;
NOVA;DOG;TAN;4;
*YINDO;CAT;GRAY;0;
GRAY;CAT;GRAY;13;
*MABEL;DOG;BROWN;12;
MANGO;CAT;ORG TABBY;6;
*TINA;DOG;TAN;5;
*SANDY CAKES;CAT;CALICO PT;7;
*GORDO;DOG;BLACK;0;
A653896;CAT;GRAY TABBY;5;
*MALONE;CAT;GRAY;7;
*MERRY;DOG;BL BRINDLE;3;
*DORI;CAT;GRAY TABBY;2;
*POKEY;CAT;GRAY;2;
PIRATE;DOG;WHITE;5;
BUDDY;DOG;BLACK;7;
*FABIO;DOG;WHITE;4;
SCOOBY;DOG;GOLD;9;
SUMMER;DOG;TRICOLOR;2;
*TIMMY TURNER;CAT;BLACK;0;
*OLEANDER;CAT;GRAY;4;
*HARVEY;DOG;TAN;1;
SUNNY;CAT;ORG TABBY;2;
CODY;DOG;WHITE;14;
ROCKY;DOG;BLACK;7;
*BARNACLE;DOG;BLACK;16;
BAMBINO;DOG;WHITE;8;
*MASTROVITO;CAT;GRAY;9;
*SNOOKUMS;DOG;TAN;5;
SHAKIRA;DOG;BLACK;6;
BLUE;DOG;BLUE;12;
*MR. GORGUTS;CAT;BRN TABBY;8;
*AMELIA;DOG;BLACK;3;
*JOLLY ROGER;CAT;ORG TABBY;8;
BUTTERFINGER;CAT;BLACK;0;
*HARMONY;CAT;BLACK;0;
*SCULPIN;CAT;ORG TABBY;5;
JET;DOG;BLACK;8;
*STANLEY;DOG;WHITE;6;
HARVEY;CAT;BLACK;9;
RALPHIE;REPTILE;GRAY;8;
*PIRATE;CAT;ORANGE;1;
KOKOPELLI;DOG;GRAY;5;
*JACK;DOG;BLUE;4;
PENELOPE;DOG;TAN;13;
A637632;CAT;BLACK;4;
HOMES;DOG;BLACK;16;
MISSY;DOG;WHITE;4;
*GIZMO;DOG;WHITE;13;
*TALIA;DOG;GRAY;3;
BRUTUS;DOG;BLACK;7;
*SNICKERDOODLE;CAT;BRN TABBY;2;
SADIE;CAT;GRAY;1;
MILO;CAT;SEAL PT;8;
*EMMA;CAT;FLAME PT;12;
*PURRSEIDON;CAT;GRAY TABBY;2;
*HOLIDAY;DOG;BROWN;3;
IVY;DOG;BROWN;5;
*MILKSHAKE;DOG;WHITE;4;
*PRINCESS LEIA;CAT;GRAY;1;
*LILY;CAT;CALICO DIL;5;
KKATLANTIC2;CAT;BLACK;2;
NINA;CAT;BRN TABBY;2;
*LULU LEMON;DOG;BLACK;4;
GOGO;CAT;GRAY;7;
COOKIE;DOG;BROWN;7;
*PEGGY;RABBIT;TAN;3;
MISTY;DOG;BLACK;4;
*CHARGER;CAT;BLACK;9;
*CAROL;CAT;LYNX PT;9;
*MARIE;CAT;CALICO;9;
*KKATLANTIC42;CAT;GRAY TABBY;3;
*KKATLANTIC20;CAT;UNKNOWN;2;
*CHARLIE;CAT;BRN TABBY;5;
*LIL WHEEZY;DOG;BLACK;0;
*MULAN;DOG;GRAY;1;
LUCY;DOG;WHITE;8;
*RAVEN;DOG;BLACK;1;
BANDIT;DOG;TRICOLOR;11;
KKATLANTIC5;CAT;BLACK;2;
GINGER;DOG;BROWN;15;
ZORRO;DOG;WHITE;13;
GATSBY;DOG;TRICOLOR;8;
*;CAT;ORANGE;3;
*KKATLANTIC36;CAT;WHITE;4;
*NACHO;CAT;ORG TABBY;2;
*BRANDON;CAT;GRAY TABBY;3;
*GIDGET;CAT;BRN TABBY;4;
*SPOONER;CAT;GRAY;9;
EMILY;CAT;BLK TABBY;5;
ADI;CAT;CALICO TAB;8;
*BLT;CAT;TORTIE;0;
*LOOPY;CAT;BLK TABBY;1;
*MR PRINGLES;CAT;BLACK;5;
*LITTLE CHAI LATTE;DOG;BROWN;1;
SNOW;DOG;WHITE;3;
*AMOR;CAT;BLACK;1;
*BOOKER;DOG;BLACK;2;
*KOVU;CAT;BLACK;3;
*NALA;CAT;CALICO;3;
*DEWDROP;CAT;BRN TABBY;10;
TANK;DOG;TAN;3;
MOBY;CAT;GRAY;2;
BLUE;DOG;BLACK;7;
*LUKA;RABBIT;WHITE;2;
*TATUM;DOG;WHITE;9;
CALIYAN;DOG;RED;13;
TNR 600;CAT;CALICO;1;
*YUKI;DOG;GOLD;7;
*;CAT;ORG TABBY;8;
*MILLIE;CAT;BRN TABBY;2;
*RACHEL;DOG;TAN;1;
*SHANE;CAT;GRAY TABBY;6;
CHEESE;DOG;BL BRINDLE;14;
*CAYENNE;DOG;TAN;4;
*ABE BLINKIN;CAT;BLACK;1;
CHELSEA;DOG;RED;24;
PEPPER;RABBIT;BLACK;2;
*BIRKENSTOCK;DOG;SEAL;0;
*SAPPORO;CAT;SEAL PT;6;
COCO;DOG;WHITE;4;
BUSHY TAIL;CAT;BRN TABBY;8;
PERRY;CAT;BRN TABBY;6;
DINO;DOG;GRAY;12;
*CHEWIE;DOG;BROWN;3;
LUKE;DOG;BLACK;11;
*SMUCKERS;CAT;GRAY;2;
*TULIP;CAT;LYNX PT;4;
*PURRCY;CAT;GRAY TABBY;5;
SOLOVINO;DOG;BROWN;6;
ROCKY;DOG;BROWN;14;
*GODIVA;DOG;BR BRINDLE;9;
*GINGER;CAT;CALICO TAB;7;
FABULOUS;DOG;WHITE;11;
*MAGPIE;CAT;BRN TABBY;6;
*LEOPOLDO;CAT;WHITE;1;
*EARL GREY;CAT;GRAY TABBY;3;
BLUE;DOG;BLACK;7;
*RINGO;CAT;ORG TABBY;3;
*AGNES;DOG;BLACK;12;
*SNOW WHITE;CAT;WHITE;6;
KING;DOG;FAWN;5;
HERO;DOG;RUDDY;2;
*BIRCH;CAT;GRAY TABBY;0;
*PENELOPE;CAT;ORG TABBY;1;
*MONA;CAT;GRAY TABBY;1;
*MAPLE;CAT;BLACK;3;
*MISCHIEF;CAT;BLACK;1;
*AMBER;CAT;BLACK;2;
SHADOW;DOG;BROWN;1;
BRUNO;CAT;BLACK;2;
*CINDY LOU;DOG;WHITE;8;
THOR;DOG;BLACK;2;
628330;CAT;ORANGE;13;
*BLUE;DOG;BLONDE;7;
PRINCESS LEAH;DOG;BLACK;13;
RANGER;DOG;BROWN;7;
LEO;CAT;GRAY TABBY;3;
*ROBIN;CAT;BLACK;0;
*VADAR;CAT;BLACK;0;
*PEPPER;CAT;BLACK;0;
NALA;DOG;BLACK;10;
SHU SHI;DOG;BLACK;15;
*ROMAN;DOG;GRAY;5;
*ROADDOG;CAT;BLACK;8;
*BRAYTON 3;CAT;GRAY;1;
*GERM*;CAT;ORANGE;7;
TIRE;CAT;GRAY TABBY;9;
*BENJI;DOG;BLONDE;0;
*HUDSON;CAT;WHITE;2;
*SNAPPLE;RABBIT;WHITE;2;
MORENA;DOG;CHOCOLATE;14;
HARLEY JAMES;DOG;BROWN;1;
*BIG RED;DOG;RED;5;
JIJI;CAT;GRAY;5;
NYA;DOG;BLACK;2;
BAILEY;DOG;BROWN;5;
*;CAT;BLACK;3;
*LAUMAR;RABBIT;WHITE;0;
*EDD;CAT;GRAY TABBY;1;
RAJAH;DOG;WHITE;7;
*CELINE;RABBIT;WHITE;2;
*ROCKET;CAT;GRAY;0;
ACE;DOG;WHITE;1;
*SUNFLOWER;CAT;BRN TABBY;0;
*ZION;CAT;BLACK;2;
*TIGERLILY;CAT;BRN TABBY;0;
TWINKLE;DOG;WHITE;10;
*SILVER BELLS;CAT;SNOWSHOE;3;
*SNOW DROP;CAT;BLACK;3;
LOLA;DOG;WHITE;1;
*ANGELINA;CAT;BLACK;7;
*CATALINA;CAT;BRN TABBY;2;
*DOLOMITE;CAT;BLACK;2;
LOVELY;DOG;GRAY;2;
*TAHITI;CAT;BRN TABBY;2;
*ARIEL;CAT;CREAM;0;
TYGA;DOG;BR BRINDLE;10;
*FLOUNDER;CAT;ORG TABBY;0;
*URSULA;CAT;BLACK;4;
*SNACK;CAT;BLACK;0;
*CALVIN;DOG;WHITE;2;
*ROBBY;CAT;BLACK;8;
*LENNY;RABBIT;WHITE;2;
*FIJI;CAT;BLACK;1;
*SKIPPER;CAT;BLACK;1;
ALI;CAT;BLACK;3;
*NOODLE SOUP;CAT;BRN TABBY;5;
SHADE;DOG;GRAY;9;
THALIA;DOG;CREAM;10;
*BUTCH;CAT;BROWN;6;
*DART;CAT;BRN TABBY;8;
*CRANBERRY;CAT;WHITE;6;
SHADOW;DOG;GRAY;15;
*BLUEBERRY;CAT;CRM TABBY;6;
ANNUBUS;DOG;TRICOLOR;12;
TIGER;DOG;BR BRINDLE;1;
HESTIA;DOG;TAN;10;
*SIRACHA;CAT;GRAY;1;
SOPHIE;DOG;TAN;10;
*MARBLES;DOG;BLUE;9;
*LANDON;CAT;BRN TABBY;8;
*TRINKET;CAT;WHITE;2;
LILY;DOG;WHITE;12;
HOOKER;DOG;BROWN;3;
*TOM TOM;CAT;GRAY;1;
PENZOIL;DOG;BLACK;5;
*PEANUT;CAT;BLACK;3;
FRED;CAT;BLACK;3;
DAVE;DOG;TRICOLOR;7;
*DANDELION;CAT;BLACK;10;
PELLOS;DOG;TAN;8;
*JEFF;CAT;ORG TABBY;4;
SUKI;CAT;LYNX PT;6;
*DOLFIN;CAT;BRN TABBY;9;
*ORION;CAT;GRAY;3;
A628159*JEMMIE;CAT;TORTIE;8;
*TOES;CAT;GRAY TABBY;0;
*JAMES;CAT;BLACK;0;
COOKIE;DOG;SILVER;3;
*PHANTOM;RABBIT;TRICOLOR;3;
*IGGY POP;DOG;BLUE;3;
*EVAN;CAT;WHITE;6;
DUKE;DOG;BLUE;15;
SMOKEY;CAT;BLACK;1;
*PECAN;CAT;WHITE;3;
*JAX;DOG;TAN;13;
JEWELS;DOG;BRN MERLE;9;
*BAZOOKA;CAT;BRN TABBY;0;
SHADOW;DOG;BROWN;6;
*KUMA;DOG;BLACK;5;
*FERRARI;DOG;BROWN;1;
*SMUDGE;CAT;GRAY;3;
*SEBASTIAN;DOG;BROWN;1;
PAPA;DOG;GRAY;4;
IZZY;DOG;GRAY;5;
*SHELDON;CAT;BRN TABBY;6;
RT;DOG;YELLOW;7;
LOTUS AKA LOE;CAT;TAN;6;
POPEYE;DOG;BROWN;10;
MG;OTHER;BROWN;1;
627670;CAT;BRN TABBY;6;
EVA;DOG;SABLE;2;
ROMO;DOG;WHITE;6;
*MUNCHIN;CAT;GRAY TABBY;0;
*KEELEY;CAT;GRAY;0;
POOCHIE;DOG;TAN;6;
*TOMMY LEE;CAT;GRAY;1;
CODY;DOG;WHITE;13;
*PHOEBE;CAT;LYNX PT;5;
T I;CAT;GRAY;3;
BROWNY;DOG;BROWN;16;
KATRINA;CAT;ORG TABBY;4;
*JAVIER;DOG;BROWN;1;
MANCHAS;DOG;WHITE;3;
JAX;DOG;TAN;3;
KENNY;DOG;TRICOLOR;20;
SOLOVINO;DOG;BROWN;6;
*GREYJOY;CAT;GRAY TABBY;1;
*FRITZ;DOG;BLACK;4;
LUCKY;DOG;GRAY;11;
RAMPAGE HAWK;DOG;BROWN;15;
NALA;DOG;BLACK;16;
*SALLY;DOG;WHITE;8;
BUSTER;DOG;FAWN;9;
PANTERA;DOG;BLACK;5;
*;CAT;WHITE;3;
TACO;DOG;TAN;13;
DUNCAN;DOG;GRAY;4;
*CUPID;CAT;BLACK;10;
*OAKLEY;DOG;BLACK;4;
*DUDLY;CAT;UNKNOWN;1;
*GABRIELLA;DOG;BLACK;8;
*MR MOO;CAT;WHITE;5;
PRETTY;DOG;BROWN;2;
*LUCAS;CAT;ORG TABBY;4;
MOLLY;DOG;WHITE;1;
*MICKY;CAT;ORG TABBY;4;
BUFFY;CAT;GRAY TABBY;7;
*CARMEL;CAT;CALICO;4;
*MCBURGER;CAT;ORG TABBY;0;
BENTLEY;DOG;BLACK;10;
ELVIS BABY CUJO PAWSLEY TOWNSE;DOG;WHITE;11;
BUDDY;DOG;BLONDE;8;
*CHESTER;DOG;BROWN;9;
*CLIFF;DOG;BROWN;5;
GIA;DOG;WHITE;15;
*GIA;DOG;BLACK;9;
A635162;CAT;TORTIE;6;
RAIDER;DOG;BLACK;2;
*MICHELADA;CAT;BLACK;0;
*SARA NE CORSO;DOG;BLACK;3;
*GUNNER;DOG;BROWN;6;
ROCKY;DOG;WHITE;7;
*JACKSON;DOG;TAN;3;
*MINX;CAT;BRN TABBY;4;
*SARG;DOG;BROWN;6;
*BRAMBLE;DOG;BLACK;3;
*PEONY;CAT;GRAY TABBY;0;
*BEAUTY;CAT;BLACK;3;
SPICE;CAT;CALICO;0;
*RONALD;CAT;BRN TABBY;0;
*KIKI;CAT;BLACK;1;
SNICKERS;DOG;BR BRINDLE;6;
*GABRIELLA;CAT;BRN TABBY;6;
*RED;DOG;RED;13;
*LICORICE;CAT;BLACK;2;
LIZZY;DOG;DAPPLE;10;
A653172*HEATHCLIFF;CAT;ORG TABBY;4;
ASHER;CAT;GRAY;7;
*PANGEA;CAT;BRN TABBY;7;
BELLA;DOG;BROWN;4;
BRYCE;DOG;BROWN;19;
SMOKEY;DOG;BLACK;4;
*GUSTO;CAT;WHITE;10;
LUKE;DOG;TAN;10;
MANGO;DOG;GRAY;7;
*NATHANIEL;DOG;TAN;1;
BEAU;CAT;BRN TABBY;1;
YUNA;CAT;WHITE;1;
BULLY;DOG;BROWN;14;
*FEATHER;CAT;CALICO DIL;11;
LEO;CAT;ORG TIGER;2;
DIAMOND;DOG;GRAY;2;
*DELI CAT;CAT;BLACK;5;
FICKLE FIG;DOG;BLACK;15;
*CALUM;CAT;GRAY;0;
VLIEG;CAT;WHITE;23;
NEMO;DOG;TAN;19;
*APHRODITE;CAT;WHITE;3;
CANELO;DOG;BROWN;1;
*APOLLO;CAT;BLACK;2;
LOLA;DOG;GRAY;2;
COCONUT;CAT;WHITE;12;
*BLANCA;RABBIT;WHITE;2;
ITSY;DOG;BLONDE;12;
*MISHA;CAT;GRAY;0;
*FRANK;DOG;FAWN;2;
JASPER;DOG;TAN;8;
DAISY;DOG;WHITE;16;
A628903*DIVA;CAT;BRN TABBY;5;
*DASHER;DOG;BLACK;1;
A628622;CAT;BLACK;6;
*CLOWN;CAT;ORANGE;5;
*BOBBY BROWN;CAT;GRAY;7;
*JENNIE;CAT;GRAY TABBY;2;
*WIGGLES;DOG;BLACK;5;
*COSMO;CAT;SEAL PT;2;
*PIPPY;CAT;BLACK;0;
*TAYLOR;CAT;GRAY;6;
CHOO CHOO;DOG;BLACK;3;
*INKY;CAT;BRN TABBY;3;
*FERONA;CAT;LYNX PT;2;
*FESTER;DOG;TAN;5;
BRUNO;DOG;BLACK;5;
BIG BOY;DOG;TAN;5;
*PHANTOM;CAT;BRN TABBY;0;
*SABINE;CAT;BRN TABBY;2;
*ALAN;CAT;BLACK;1;
SPOTS;DOG;TRICOLOR;2;
*MALCOLM;CAT;BLACK;1;
JACKO;DOG;BLACK;1;
SPOTTIE;DOG;TRICOLOR;0;
*PORSCHE;CAT;GRAY;4;
*HENRY FORD;CAT;BRN TABBY;1;
SPARKY LOVE;DOG;BROWN;7;
OL' BLUE EYES;BIRD;WHITE;2;
*BOWIE;DOG;BLACK;3;
WILLOW;CAT;BRN TABBY;13;
*FERN;CAT;BLACK;3;
MEOWSIE;CAT;BLACK;5;
*MINNI;CAT;WHITE;1;
*LOKI;CAT;WHITE;4;
CHICA;DOG;TAN;1;
*NUTTER BUTTER;DOG;GOLD;17;
*DAFFODIL;CAT;WHITE;1;
*PEBBLES;DOG;WHITE;7;
*CANNON;CAT;BRN TABBY;5;
*MAI TAI;CAT;SEAL PT;7;
WEDA;DOG;BLONDE;4;
*LICORICE;CAT;BLACK;1;
DRACO;DOG;GRAY;5;
CLARA BELL;CAT;WHITE;8;
AUBREY;CAT;CALICO TAB;2;
*PARALLELOGRAM;CAT;GRAY TABBY;0;
GOLDIE;DOG;APRICOT;2;
*PRESLEY;DOG;BROWN;3;
*LALA;CAT;BRN TABBY;3;
BLAKE;DOG;BLUE;9;
*BROOKS;CAT;CALICO;3;
*SAMMY;CAT;WHITE;3;
*JAPANESIE;CAT;BRN TABBY;8;
*JIMMY MORENO;CAT;BLACK;8;
*PRINCESS BUTTERCUP;CAT;GRAY;3;
NASH;CAT;GRAY;0;
TITO;DOG;TAN;9;
*JESSE;CAT;BLACK;11;
MISTY;CAT;WHITE;8;
SPIKE;CAT;BLACK;7;
*SINATRA;CAT;BLUE PT;6;
PEACHES;CAT;CALICO;7;
*GINGER;CAT;ORG TABBY;2;
BILBO;CAT;LI LYNX PT;8;
RAPHAEL;CAT;BLACK;7;
TIGGER;CAT;CALICO;10;
SASSY;CAT;WHITE;8;
CHRISTOPHER;CAT;LC LYNX PT;10;
COFFEE;DOG;BROWN;7;
*TANK;DOG;BLUE;5;
*PERRIQUITO;CAT;BLACK;0;
*SANDY;DOG;WHITE;14;
BELLA;DOG;GRAY;7;
*MILKSHAKE;CAT;BLACK;3;
BELLA;CAT;TORTIE;4;
*SILK;CAT;TORTIE;7;
*BAGEL;CAT;ORG TABBY;2;
*MAKO;DOG;BROWN;2;
*ROBIN;CAT;GRAY TABBY;8;
*MADDIE;DOG;BLACK;15;
*FLICKA;CAT;BRN TABBY;2;
*BISCUITS;CAT;BLK TABBY;3;
*UKNOWN;CAT;BLACK;1;
*FRANCO;CAT;ORG TABBY;2;
*BESO;DOG;GRAY;9;
CALI;CAT;CALICO;10;
MARCO;DOG;TRICOLOR;10;
ZERO;DOG;TRICOLOR;7;
*SINATRA;DOG;TAN;8;
*BOO;CAT;TORTIE;2;
*JENNA;DOG;BLACK;8;
DROOPY;DOG;BLUE;10;
KENDRA;DOG;RED;9;
*FRANCES;CAT;BLACK;8;
SHADOW;CAT;GRAY;14;
*JELLYBEAN;CAT;WHITE;1;
TOLOMITE;DOG;BLUE;15;
MAX;DOG;GRAY;8;
*LUCILE;DOG;BROWN;2;
FELLA;DOG;BROWN;1;
*PERSIMMON;CAT;CALICO;6;
A631887*SNOOKIE;CAT;BRN TABBY;4;
*COOKIE;CAT;CREAM;2;
A631992*JASON;CAT;ORG TABBY;7;
*SHERLOCK BONES;CAT;BLACK;5;
ROCCO;DOG;BR BRINDLE;7;
ROCKY;DOG;BR BRINDLE;4;
BOOMER;DOG;BLACK;5;
*MUPPET;DOG;GRAY;5;
*ALEXIS;DOG;BROWN;1;
*PLUMERIA;CAT;LYNX PT;3;
ROCKY BALBOA;DOG;TAN;8;
*LAMB;DOG;WHITE;12;
BRAXTON BERRY;DOG;BROWN;4;
*DOLLY;DOG;WHITE;6;
BABY;CAT;CALICO;1;
STEVE;DOG;BROWN;14;
KAZAMIR;DOG;BROWN;8;
NALA;DOG;BR BRINDLE;4;
*FLUBBER;DOG;BLACK;4;
GINGER;DOG;RED;9;
*RUFUS;DOG;BLUE;7;
BLACKIE;DOG;BLACK;14;
MARLEY;DOG;BLACK;9;
DANIEL;DOG;WHITE;6;
PANKEY;DOG;WHITE;4;
*MR. TOES;CAT;BLACK;3;
*MONKEY;CAT;BLACK;7;
BANDIT;CAT;WHITE;3;
NIKE;DOG;BLACK;1;
*MANDY;DOG;BLACK;1;
GORDITA;DOG;WHITE;5;
*SWEET CAROLINE;CAT;BRN TABBY;0;
*TINY TIM;DOG;WHITE;16;
HONEY;DOG;TAN;9;
STAR;GUINEA PIG;WHITE;7;
DAKOTA;DOG;WHITE;1;
PIGGIE;DOG;BROWN;2;
*TUXIE;CAT;BLACK;0;
*MAMBO;DOG;CREAM;3;
*ORIA;CAT;SEAL PT;0;
*MOUSE;CAT;BLACK;0;
*BISCUITS;CAT;BLACK;4;
*FRITO;CAT;ORG TABBY;2;
*DUCKY;CAT;WHITE;1;
BAANOU;DOG;WHITE;4;
*SPIKE;CAT;GRAY TABBY;1;
BELLA;DOG;WHITE;14;
*GARNET;GUINEA PIG;TRICOLOR;3;
*RACHEL;DOG;BLACK;6;
*OPAL;GUINEA PIG;WHITE;3;
*TINY TIM;DOG;TAN;3;
*LIZA;CAT;BLACK;4;
MAGGIE;CAT;BLACK;6;
*RIGATONI;DOG;GRAY;3;
CHLOE;DOG;BLACK;15;
*BETHANY;CAT;WHITE;1;
*RUSTY;DOG;BROWN;8;
MONTANA;CAT;WHITE;8;
LUCY;DOG;WHITE;19;
"*DEAD*PUKA ""BEAR""";DOG;BLACK;13;
*STRIPES;CAT;TORTIE;8;
*SAMANTHA;DOG;GRAY;2;
TIPPIE;DOG;BLACK;9;
*BEVERLY;CAT;BRN TABBY;7;
*BLOSSOM;CAT;GRAY;1;
*WONGWAY;CAT;BRN TABBY;10;
CHISPITA;DOG;BROWN;11;
*LOGAN;DOG;TAN;10;
*BRAM;DOG;BLACK;15;
*WOMBAT;CAT;ORG TABBY;6;
*RUTLEE;DOG;BROWN;4;
PULLO/CHOCO;DOG;BROWN;12;
*OATMEAL;DOG;GRAY;4;
*SORA;CAT;BLACK;1;
LILO;DOG;GRAY;8;
*FRANKY;CAT;BLACK;0;
*LARRY;CAT;SEAL PT;5;
*PRINCESS PEACH;DOG;BLACK;0;
*MOONSHINE;CAT;ORANGE;1;
*LEVI;DOG;BLUE;8;
BLACK-HEADED GROSBEAK;BIRD;BLACK;1;
RASCO;DOG;BLACK;14;
CAT;CAT;WHITE;7;
MADDIE;DOG;BLACK;11;
*LILY;DOG;BROWN;1;
GOLDIE;DOG;TAN;7;
